Gene	N
ENSG00000248098	25802.5748031496
ENSG00000248099	30857.472
ENSG00000248124	11383.1953125
ENSG00000248161	4663.45669291339
ENSG00000248166	5143.11627906977
ENSG00000248175	22047.3720930233
ENSG00000248213	4635.11627906977
ENSG00000248240	3822.84375
ENSG00000248256	3822.84375
ENSG00000248265	4155.45669291339
ENSG00000248275	5475.87596899225
ENSG00000248278	4851.70542635659
ENSG00000248280	5143.11627906977
ENSG00000248290	3828.26771653543
ENSG00000248302	15171.6976744186
ENSG00000248309	10698.2890625
ENSG00000248318	3822.90697674419
ENSG00000248323	5475.671875
ENSG00000248333	9047.50387596899
ENSG00000248334	5475.87596899225
ENSG00000248367	5475.87596899225
ENSG00000248385	25619.0
ENSG00000248429	5475.87596899225
ENSG00000248445	16824.6666666667
ENSG00000248455	5475.87596899225
ENSG00000248469	4635.11627906977
ENSG00000248472	5475.87596899225
ENSG00000248476	25086.8837209302
ENSG00000248477	5475.87596899225
ENSG00000248485	24199.1240310078
ENSG00000248487	28326.1653543307
ENSG00000248489	5142.953125
ENSG00000248503	5475.87596899225
ENSG00000248508	5475.87596899225
ENSG00000248514	9741.6511627907
ENSG00000248516	10698.5813953488
ENSG00000248527	5475.87596899225
ENSG00000248538	5475.25396825397
ENSG00000248544	4967.671875
ENSG00000248554	3822.84375
ENSG00000248559	3822.90697674419
ENSG00000248569	7322.4765625
ENSG00000248571	4779.83720930233
ENSG00000248593	20396.2945736434
ENSG00000248596	21235.1627906977
ENSG00000248603	3822.90697674419
ENSG00000248632	5475.87596899225
ENSG00000248641	3822.90697674419
ENSG00000248643	22966.6825396825
ENSG00000248671	4330.90697674419
ENSG00000248677	9045.61240310077
ENSG00000248693	3822.90697674419
ENSG00000248712	25994.890625
ENSG00000248714	5475.87596899225
ENSG00000248727	21773.511627907
ENSG00000248734	5475.671875
ENSG00000248746	30978.6746031746
ENSG00000248774	16491.9069767442
ENSG00000248780	4663.5625
ENSG00000248791	4967.87596899225
ENSG00000248794	4330.90697674419
ENSG00000248795	9327.22480620155
ENSG00000248810	5475.87596899225
ENSG00000248832	21278.4296875
ENSG00000248835	5475.87596899225
ENSG00000248858	20902.4031007752
ENSG00000248866	22047.3720930233
ENSG00000248874	24707.1240310078
ENSG00000248884	4330.90697674419
ENSG00000248905	20524.3333333333
ENSG00000248923	4851.70542635659
ENSG00000248925	4330.90697674419
ENSG00000248932	5475.46456692913
ENSG00000248936	5475.87596899225
ENSG00000248971	5481.96062992126
ENSG00000248991	10365.8217054264
ENSG00000248996	4967.87596899225
ENSG00000249042	5475.671875
ENSG00000249044	4330.90697674419
ENSG00000249087	30995.0775193798
ENSG00000249092	3822.84375
ENSG00000249096	5475.87596899225
ENSG00000249109	4635.11627906977
ENSG00000249115	25518.375
ENSG00000249119	4967.87596899225
ENSG00000249129	8135.62790697674
ENSG00000249138	28383.2325581395
ENSG00000249160	20394.4031007752
ENSG00000249173	5475.87596899225
ENSG00000249207	3822.90697674419
ENSG00000249236	4330.90697674419
ENSG00000249249	16824.6666666667
ENSG00000249264	6387.4921875
ENSG00000249274	5475.87596899225
ENSG00000249307	5143.11627906977
ENSG00000249309	9886.37209302326
ENSG00000249348	5143.11627906977
ENSG00000249353	5475.671875
ENSG00000249396	4155.66666666667
ENSG00000249412	9151.98449612403
ENSG00000249437	6387.4921875
ENSG00000249459	20396.2945736434
ENSG00000249471	25998.7596899225
ENSG00000249476	5475.87596899225
ENSG00000249485	20915.2015503876
ENSG00000249492	4634.953125
ENSG00000249502	4010.94573643411
ENSG00000249565	5475.87596899225
ENSG00000249572	4518.94573643411
ENSG00000249592	22047.3720930233
ENSG00000249601	4851.70542635659
ENSG00000249602	5142.953125
ENSG00000249624	24754.1240310078
ENSG00000249626	4967.87596899225
ENSG00000249637	5475.87596899225
ENSG00000249646	4967.87596899225
ENSG00000249662	22047.3720930233
ENSG00000249667	5475.87596899225
ENSG00000249673	16952.7054263566
ENSG00000249684	5475.87596899225
ENSG00000249685	5475.87596899225
ENSG00000249695	8818.5625
ENSG00000249700	4967.87596899225
ENSG00000249709	14043.8217054264
ENSG00000249741	5475.87596899225
ENSG00000249762	4330.90697674419
ENSG00000249763	10139.4341085271
ENSG00000249786	9964.19379844961
ENSG00000249790	5475.87596899225
ENSG00000249806	5475.87596899225
ENSG00000249825	5475.671875
ENSG00000249846	4967.87596899225
ENSG00000249849	3822.90697674419
ENSG00000249850	4663.66666666667
ENSG00000249855	5475.671875
ENSG00000249856	9553.4609375
ENSG00000249859	22959.2480620155
ENSG00000249863	5475.87596899225
ENSG00000249896	20902.4031007752
ENSG00000249898	5142.7874015748
ENSG00000249915	25998.7596899225
ENSG00000249931	4155.66666666667
ENSG00000249936	10471.375
ENSG00000249947	5143.11627906977
ENSG00000249978	5475.87596899225
ENSG00000249992	30989.6953125
ENSG00000249993	4330.84375
ENSG00000250021	6481.7578125
ENSG00000250031	4967.87596899225
ENSG00000250067	31069.76
ENSG00000250073	5475.87596899225
ENSG00000250075	3822.90697674419
ENSG00000250081	5143.11627906977
ENSG00000250091	22061.78125
ENSG00000250116	4967.46456692913
ENSG00000250130	4663.66666666667
ENSG00000250131	21773.511627907
ENSG00000250132	27039.59375
ENSG00000250138	5475.87596899225
ENSG00000250155	5475.87596899225
ENSG00000250182	5475.87596899225
ENSG00000250222	21714.6124031008
ENSG00000250251	5475.671875
ENSG00000250274	22047.3720930233
ENSG00000250303	10698.2890625
ENSG00000250312	25831.3410852713
ENSG00000250317	25619.0
ENSG00000250318	16824.6666666667
ENSG00000250326	24374.3643410853
ENSG00000250334	5475.87596899225
ENSG00000250348	5142.953125
ENSG00000250361	14043.8217054264
ENSG00000250365	4010.77165354331
ENSG00000250366	5475.87596899225
ENSG00000250381	4330.90697674419
ENSG00000250397	4967.87596899225
ENSG00000250404	5475.671875
ENSG00000250412	4663.66666666667
ENSG00000250415	3822.90697674419
ENSG00000250443	4330.90697674419
ENSG00000250461	4663.66666666667
ENSG00000250474	21257.8604651163
ENSG00000250479	30995.0775193798
ENSG00000250486	24541.7829457364
ENSG00000250490	24274.6744186047
ENSG00000250506	25993.9921875
ENSG00000250507	4010.94573643411
ENSG00000250508	5475.25396825397
ENSG00000250510	30995.0775193798
ENSG00000250535	5480.95275590551
ENSG00000250539	5475.671875
ENSG00000250548	5475.87596899225
ENSG00000250559	3822.90697674419
ENSG00000250565	30987.2519685039
ENSG00000250569	18019.488372093
ENSG00000250571	30995.0775193798
ENSG00000250575	4967.87596899225
ENSG00000250602	3822.84375
ENSG00000250608	5475.671875
ENSG00000250616	5481.80158730159
ENSG00000250651	3822.77952755906
ENSG00000250654	10697.9921259843
ENSG00000250658	4518.94573643411
ENSG00000250659	3822.71428571429
ENSG00000250661	9326.546875
ENSG00000250673	5475.87596899225
ENSG00000250687	4663.66666666667
ENSG00000250696	5475.87596899225
ENSG00000250722	30822.640625
ENSG00000250731	5143.11627906977
ENSG00000250742	22043.3464566929
ENSG00000250751	3822.90697674419
ENSG00000250763	4330.90697674419
ENSG00000250764	5287.83720930233
ENSG00000250771	5475.87596899225
ENSG00000250784	4330.84375
ENSG00000250786	21235.1627906977
ENSG00000250802	23748.9765625
ENSG00000250831	4634.953125
ENSG00000250848	4155.66666666667
ENSG00000250850	5475.87596899225
ENSG00000250859	18523.359375
ENSG00000250889	5142.953125
ENSG00000250892	4010.94573643411
ENSG00000250893	4967.671875
ENSG00000250896	8135.62790697674
ENSG00000250900	3822.90697674419
ENSG00000250903	5475.87596899225
ENSG00000250909	3822.90697674419
ENSG00000250918	5475.87596899225
ENSG00000250942	3822.90697674419
ENSG00000250948	4518.94573643411
ENSG00000250959	16824.6666666667
ENSG00000250966	4851.70542635659
ENSG00000250982	4330.71428571429
ENSG00000250988	5475.671875
ENSG00000250990	4634.61904761905
ENSG00000250991	4336.26771653543
ENSG00000250992	3822.90697674419
ENSG00000251000	5475.671875
ENSG00000251002	5475.671875
ENSG00000251022	5475.87596899225
ENSG00000251023	22043.875
ENSG00000251034	4967.87596899225
ENSG00000251039	5475.87596899225
ENSG00000251050	4518.859375
ENSG00000251060	4330.90697674419
ENSG00000251075	3822.90697674419
ENSG00000251093	4663.5625
ENSG00000251129	4851.70542635659
ENSG00000251131	5142.953125
ENSG00000251136	22047.3720930233
ENSG00000251139	4967.87596899225
ENSG00000251143	16824.6666666667
ENSG00000251160	4330.90697674419
ENSG00000251161	4155.66666666667
ENSG00000251179	5475.87596899225
ENSG00000251188	4155.66666666667
ENSG00000251192	9047.50387596899
ENSG00000251194	5475.87596899225
ENSG00000251196	4967.87596899225
ENSG00000251215	4663.5625
ENSG00000251221	9045.4609375
ENSG00000251229	4155.66666666667
ENSG00000251230	5475.87596899225
ENSG00000251247	30953.3203125
ENSG00000251259	5475.671875
ENSG00000251267	4330.84375
ENSG00000251287	5475.87596899225
ENSG00000251288	4155.45669291339
ENSG00000251297	6482.65891472868
ENSG00000251301	5475.87596899225
ENSG00000251304	22047.3720930233
ENSG00000251322	24366.5426356589
ENSG00000251323	5475.87596899225
ENSG00000251330	3822.90697674419
ENSG00000251333	7511.45736434108
ENSG00000251364	16824.2578125
ENSG00000251369	30827.6589147287
ENSG00000251381	5475.46456692913
ENSG00000251390	4330.90697674419
ENSG00000251393	4967.87596899225
ENSG00000251399	4330.90697674419
ENSG00000251405	5287.65625
ENSG00000251409	3822.84375
ENSG00000251411	4663.66666666667
ENSG00000251414	4967.87596899225
ENSG00000251417	5481.80158730159
ENSG00000251429	22047.3720930233
ENSG00000251432	22047.3720930233
ENSG00000251441	8135.62790697674
ENSG00000251442	22047.3720930233
ENSG00000251450	4330.90697674419
ENSG00000251453	4967.87596899225
ENSG00000251455	4155.66666666667
ENSG00000251474	22377.6666666667
ENSG00000251485	5143.11627906977
ENSG00000251495	3822.90697674419
ENSG00000251532	9045.61240310077
ENSG00000251546	5475.87596899225
ENSG00000251562	9044.15873015873
ENSG00000251578	5475.87596899225
ENSG00000251580	5143.11627906977
ENSG00000251582	4330.90697674419
ENSG00000251593	8135.62790697674
ENSG00000251594	4330.84375
ENSG00000251595	23126.6666666667
ENSG00000251600	4330.90697674419
ENSG00000251602	3822.77952755906
ENSG00000251603	4330.90697674419
ENSG00000251606	5475.671875
ENSG00000251615	22047.3720930233
ENSG00000251634	5475.671875
ENSG00000251637	5475.25396825397
ENSG00000251661	5475.87596899225
ENSG00000251666	5143.11627906977
ENSG00000251669	16952.7054263566
ENSG00000251675	15983.5390625
ENSG00000251692	25694.7578125
ENSG00000251705	5143.11627906977
ENSG00000251706	3822.71428571429
ENSG00000251739	4010.94573643411
ENSG00000251791	16211.6124031008
ENSG00000251795	5142.953125
ENSG00000251819	5143.11627906977
ENSG00000251957	3822.90697674419
ENSG00000251988	3822.84375
ENSG00000251992	16544.3720930233
ENSG00000251994	4010.94573643411
ENSG00000252010	16211.6124031008
ENSG00000252061	3822.84375
ENSG00000252103	4518.94573643411
ENSG00000252105	4635.11627906977
ENSG00000252118	3822.90697674419
ENSG00000252150	4330.90697674419
ENSG00000252202	3822.90697674419
ENSG00000252206	4518.859375
ENSG00000252274	4330.84375
ENSG00000252361	3822.71428571429
ENSG00000252391	4010.859375
ENSG00000252412	3822.84375
ENSG00000252429	4330.90697674419
ENSG00000252447	4634.7874015748
ENSG00000252448	3822.90697674419
ENSG00000252481	16952.7054263566
ENSG00000252503	4010.94573643411
ENSG00000252516	4010.94573643411
ENSG00000252577	18871.3643410853
ENSG00000252609	4330.90697674419
ENSG00000252620	3822.90697674419
ENSG00000252645	4634.953125
ENSG00000252759	4010.859375
ENSG00000252817	4518.859375
ENSG00000252835	16715.9296875
ENSG00000252916	3822.84375
ENSG00000252925	4635.11627906977
ENSG00000252965	5143.11627906977
ENSG00000253005	4330.90697674419
ENSG00000253047	3822.84375
ENSG00000253106	5475.87596899225
ENSG00000253120	3822.90697674419
ENSG00000253188	4330.90697674419
ENSG00000253193	6387.7519379845
ENSG00000253200	5475.87596899225
ENSG00000253203	5475.87596899225
ENSG00000253210	5475.87596899225
ENSG00000253214	5475.87596899225
ENSG00000253230	22039.3253968254
ENSG00000253234	5475.87596899225
ENSG00000253239	5475.87596899225
ENSG00000253250	5475.87596899225
ENSG00000253251	22047.3720930233
ENSG00000253269	4155.66666666667
ENSG00000253276	25086.8837209302
ENSG00000253291	5475.87596899225
ENSG00000253293	30995.0775193798
ENSG00000253305	23339.007751938
ENSG00000253307	4663.66666666667
ENSG00000253309	19100.75
ENSG00000253320	22047.3720930233
ENSG00000253326	5475.87596899225
ENSG00000253328	4967.87596899225
ENSG00000253330	4343.70542635659
ENSG00000253341	19480.171875
ENSG00000253352	23087.2868217054
ENSG00000253364	5475.46456692913
ENSG00000253368	30995.0775193798
ENSG00000253394	5475.87596899225
ENSG00000253395	4330.90697674419
ENSG00000253409	5475.87596899225
ENSG00000253438	9741.6511627907
ENSG00000253476	5475.87596899225
ENSG00000253483	4155.66666666667
ENSG00000253519	4663.5625
ENSG00000253520	5143.11627906977
ENSG00000253522	22047.3720930233
ENSG00000253534	5143.11627906977
ENSG00000253537	23433.9147286822
ENSG00000253540	5475.87596899225
ENSG00000253549	5475.87596899225
ENSG00000253552	27043.6899224806
ENSG00000253559	4518.94573643411
ENSG00000253570	5475.87596899225
ENSG00000253590	5475.87596899225
ENSG00000253595	15632.496124031
ENSG00000253616	5475.87596899225
ENSG00000253626	6387.7519379845
ENSG00000253636	5475.671875
ENSG00000253641	5475.25396825397
ENSG00000253649	15559.8888888889
ENSG00000253667	17831.4496124031
ENSG00000253669	22259.7131782946
ENSG00000253676	5475.87596899225
ENSG00000253701	5475.46456692913
ENSG00000253704	4518.94573643411
ENSG00000253710	25955.515625
ENSG00000253716	5475.87596899225
ENSG00000253719	25520.6511627907
ENSG00000253720	3822.90697674419
ENSG00000253729	25392.6124031008
ENSG00000253731	24250.3720930233
ENSG00000253736	8135.62790697674
ENSG00000253738	22047.3720930233
ENSG00000253755	5475.46456692913
ENSG00000253764	4518.94573643411
ENSG00000253772	6815.41860465116
ENSG00000253785	4343.70542635659
ENSG00000253797	30990.59375
ENSG00000253818	5475.87596899225
ENSG00000253829	4155.66666666667
ENSG00000253831	28425.046875
ENSG00000253846	24337.8837209302
ENSG00000253854	4967.87596899225
ENSG00000253865	5475.671875
ENSG00000253878	4330.90697674419
ENSG00000253882	5475.87596899225
ENSG00000253919	4343.578125
ENSG00000253921	3822.84375
ENSG00000253930	4967.87596899225
ENSG00000253948	5475.87596899225
ENSG00000253954	5142.953125
ENSG00000253955	9233.6511627907
ENSG00000253967	5475.87596899225
ENSG00000253981	5475.25396825397
ENSG00000253982	5475.87596899225
ENSG00000253986	5475.87596899225
ENSG00000253998	5475.87596899225
ENSG00000254004	30992.6953125
ENSG00000254006	5475.87596899225
ENSG00000254012	4663.66666666667
ENSG00000254016	3822.90697674419
ENSG00000254017	4663.66666666667
ENSG00000254030	4851.70542635659
ENSG00000254052	4634.7874015748
ENSG00000254064	4967.87596899225
ENSG00000254087	30995.0775193798
ENSG00000254093	30543.7380952381
ENSG00000254098	4851.70542635659
ENSG00000254126	5475.87596899225
ENSG00000254140	5475.46456692913
ENSG00000254162	3822.84375
ENSG00000254165	4155.66666666667
ENSG00000254184	9073.4126984127
ENSG00000254198	21539.3720930233
ENSG00000254206	5481.80158730159
ENSG00000254211	4155.66666666667
ENSG00000254226	3822.84375
ENSG00000254231	5475.87596899225
ENSG00000254233	4663.66666666667
ENSG00000254263	4155.66666666667
ENSG00000254275	10698.5813953488
ENSG00000254281	5475.87596899225
ENSG00000254286	5475.87596899225
ENSG00000254288	10698.2890625
ENSG00000254317	4967.87596899225
ENSG00000254325	4663.66666666667
ENSG00000254326	4330.77952755906
ENSG00000254332	4851.70542635659
ENSG00000254340	4634.61904761905
ENSG00000254343	4330.84375
ENSG00000254352	3822.84375
ENSG00000254353	5475.671875
ENSG00000254362	4010.94573643411
ENSG00000254363	5143.11627906977
ENSG00000254389	20939.503875969
ENSG00000254395	4663.45669291339
ENSG00000254396	5142.953125
ENSG00000254409	6988.84251968504
ENSG00000254415	20546.859375
ENSG00000254419	5475.87596899225
ENSG00000254427	4330.77952755906
ENSG00000254428	9963.375
ENSG00000254429	4967.87596899225
ENSG00000254432	9045.61240310077
ENSG00000254454	9325.15873015873
ENSG00000254461	4967.25396825397
ENSG00000254469	16824.6666666667
ENSG00000254470	24323.5238095238
ENSG00000254473	8135.62790697674
ENSG00000254477	5475.671875
ENSG00000254481	5475.671875
ENSG00000254488	6990.65891472868
ENSG00000254503	16357.432
ENSG00000254505	30777.3671875
ENSG00000254521	26021.1796875
ENSG00000254528	5142.953125
ENSG00000254531	21324.0236220472
ENSG00000254539	5475.87596899225
ENSG00000254554	22046.3700787402
ENSG00000254577	3822.77952755906
ENSG00000254595	5475.671875
ENSG00000254598	8133.52755905512
ENSG00000254612	5475.671875
ENSG00000254614	16814.2777777778
ENSG00000254615	22047.3720930233
ENSG00000254634	4973.80158730159
ENSG00000254635	5475.87596899225
ENSG00000254648	3822.84375
ENSG00000254653	3822.77952755906
ENSG00000254667	16824.6666666667
ENSG00000254676	5475.87596899225
ENSG00000254681	5475.671875
ENSG00000254682	5475.87596899225
ENSG00000254685	14038.6031746032
ENSG00000254690	8135.62790697674
ENSG00000254691	3822.90697674419
ENSG00000254703	5475.671875
ENSG00000254704	4330.84375
ENSG00000254709	9047.50387596899
ENSG00000254717	21714.6124031008
ENSG00000254718	5143.11627906977
ENSG00000254739	3822.90697674419
ENSG00000254750	5475.87596899225
ENSG00000254756	4010.68253968254
ENSG00000254759	4518.859375
ENSG00000254760	16826.828125
ENSG00000254777	5143.11627906977
ENSG00000254783	5475.87596899225
ENSG00000254789	5475.671875
ENSG00000254802	16824.6666666667
ENSG00000254810	5143.11627906977
ENSG00000254812	3822.90697674419
ENSG00000254815	5475.87596899225
ENSG00000254826	4155.66666666667
ENSG00000254827	30246.0775193798
ENSG00000254837	25086.8837209302
ENSG00000254838	6387.4921875
ENSG00000254851	5475.671875
ENSG00000254852	4155.66666666667
ENSG00000254858	31069.76
ENSG00000254859	5475.87596899225
ENSG00000254860	5475.46456692913
ENSG00000254876	7802.86821705426
ENSG00000254887	5475.27777777778
ENSG00000254893	5475.671875
ENSG00000254901	8131.36
ENSG00000254909	4967.671875
ENSG00000254910	5475.87596899225
ENSG00000254912	16824.6666666667
ENSG00000254918	15676.4296875
ENSG00000254941	4635.11627906977
ENSG00000254944	16491.9069767442
ENSG00000254946	3822.84375
ENSG00000254952	5475.671875
ENSG00000254964	3822.71428571429
ENSG00000254965	4518.94573643411
ENSG00000254966	3822.90697674419
ENSG00000254986	30766.373015873
ENSG00000254995	22094.3720930233
ENSG00000254996	22094.3720930233
ENSG00000254997	28762.992248062
ENSG00000254999	25086.8837209302
ENSG00000255026	5475.87596899225
ENSG00000255031	8132.45238095238
ENSG00000255045	4518.94573643411
ENSG00000255046	5142.61904761905
ENSG00000255050	4967.87596899225
ENSG00000255052	7799.81746031746
ENSG00000255062	4967.671875
ENSG00000255092	4155.45669291339
ENSG00000255103	25619.0
ENSG00000255112	30995.0775193798
ENSG00000255121	5475.671875
ENSG00000255122	4330.71428571429
ENSG00000255135	5475.87596899225
ENSG00000255139	5475.671875
ENSG00000255142	5143.11627906977
ENSG00000255145	20902.4031007752
ENSG00000255150	30995.0775193798
ENSG00000255153	5475.87596899225
ENSG00000255158	3822.90697674419
ENSG00000255163	5475.671875
ENSG00000255182	5475.87596899225
ENSG00000255186	3822.90697674419
ENSG00000255189	4010.94573643411
ENSG00000255197	5475.46456692913
ENSG00000255198	20553.15625
ENSG00000255200	5475.25396825397
ENSG00000255221	20524.3333333333
ENSG00000255222	4663.66666666667
ENSG00000255224	5475.87596899225
ENSG00000255237	4635.11627906977
ENSG00000255240	5475.87596899225
ENSG00000255263	3822.90697674419
ENSG00000255284	8135.62790697674
ENSG00000255299	4518.94573643411
ENSG00000255302	30995.0775193798
ENSG00000255306	4967.25396825397
ENSG00000255310	5475.25396825397
ENSG00000255320	5475.25396825397
ENSG00000255325	4330.90697674419
ENSG00000255328	5475.87596899225
ENSG00000255337	16012.4573643411
ENSG00000255354	16308.8888888889
ENSG00000255389	5475.671875
ENSG00000255397	4155.66666666667
ENSG00000255398	22442.0625
ENSG00000255422	5475.671875
ENSG00000255423	30782.7364341085
ENSG00000255438	4155.5625
ENSG00000255441	16826.828125
ENSG00000255443	4967.87596899225
ENSG00000255446	5142.61904761905
ENSG00000255449	3822.90697674419
ENSG00000255455	22043.875
ENSG00000255458	4330.90697674419
ENSG00000255468	5475.25396825397
ENSG00000255477	4663.66666666667
ENSG00000255478	3822.71428571429
ENSG00000255503	3822.90697674419
ENSG00000255507	4155.66666666667
ENSG00000255508	4634.61904761905
ENSG00000255517	5475.25396825397
ENSG00000255518	4967.25396825397
ENSG00000255521	4330.90697674419
ENSG00000255529	30083.2015503876
ENSG00000255538	4155.5625
ENSG00000255545	5475.671875
ENSG00000255552	10879.7952755906
ENSG00000255557	4967.25396825397
ENSG00000255559	22047.3720930233
ENSG00000255561	25516.2734375
ENSG00000255569	22043.875
ENSG00000255571	22047.3720930233
ENSG00000255582	20958.4453125
ENSG00000255585	3822.90697674419
ENSG00000255587	5480.95275590551
ENSG00000255595	3822.84375
ENSG00000255624	24702.7890625
ENSG00000255661	21282.1627906977
ENSG00000255670	3822.90697674419
ENSG00000255698	3822.71428571429
ENSG00000255710	20638.78125
ENSG00000255717	20510.126984127
ENSG00000255733	5475.87596899225
ENSG00000255741	4010.68253968254
ENSG00000255748	3822.90697674419
ENSG00000255760	5475.87596899225
ENSG00000255776	4663.66666666667
ENSG00000255801	5475.87596899225
ENSG00000255819	7802.86821705426
ENSG00000255823	6387.22834645669
ENSG00000255833	30995.0775193798
ENSG00000255837	30995.0775193798
ENSG00000255838	4155.66666666667
ENSG00000255857	16837.796875
ENSG00000255860	4663.66666666667
ENSG00000255883	4663.5625
ENSG00000255893	5475.87596899225
ENSG00000255896	3822.90697674419
ENSG00000255899	8823.34645669291
ENSG00000255963	3822.90697674419
ENSG00000255968	4155.66666666667
ENSG00000255970	3822.90697674419
ENSG00000255974	26098.3464566929
ENSG00000255987	5475.87596899225
ENSG00000255989	5475.87596899225
ENSG00000256020	5475.6875
ENSG00000256039	5475.87596899225
ENSG00000256043	30995.0775193798
ENSG00000256049	14043.8217054264
ENSG00000256050	10365.3149606299
ENSG00000256053	24402.7007874016
ENSG00000256060	23126.6666666667
ENSG00000256069	4967.87596899225
ENSG00000256073	28335.3255813953
ENSG00000256084	4330.90697674419
ENSG00000256087	31016.8828125
ENSG00000256092	22061.78125
ENSG00000256128	22061.78125
ENSG00000256139	5143.11627906977
ENSG00000256155	3822.90697674419
ENSG00000256164	3822.859375
ENSG00000256167	16197.1640625
ENSG00000256171	4010.94573643411
ENSG00000256185	7802.86821705426
ENSG00000256210	5475.04
ENSG00000256223	25998.7596899225
ENSG00000256229	9043.008
ENSG00000256234	6990.65891472868
ENSG00000256238	15867.7364341085
ENSG00000256249	4967.671875
ENSG00000256262	16824.6666666667
ENSG00000256263	5142.96875
ENSG00000256269	30990.59375
ENSG00000256271	5475.6875
ENSG00000256280	4851.31746031746
ENSG00000256294	30819.9365079365
ENSG00000256312	3822.90697674419
ENSG00000256338	5475.87596899225
ENSG00000256340	6814.4765625
ENSG00000256347	3822.90697674419
ENSG00000256356	15864.4609375
ENSG00000256357	3822.90697674419
ENSG00000256379	5475.671875
ENSG00000256383	8133.52755905512
ENSG00000256392	20916.953125
ENSG00000256393	5143.11627906977
ENSG00000256417	4634.96875
ENSG00000256427	5475.87596899225
ENSG00000256433	5475.87596899225
ENSG00000256448	5475.87596899225
ENSG00000256464	6990.65891472868
ENSG00000256515	4663.66666666667
ENSG00000256518	4155.66666666667
ENSG00000256525	14042.109375
ENSG00000256553	22043.875
ENSG00000256574	25998.7596899225
ENSG00000256576	5475.87596899225
ENSG00000256581	5475.87596899225
ENSG00000256582	5475.87596899225
ENSG00000256590	22043.875
ENSG00000256591	5142.61904761905
ENSG00000256594	22047.3720930233
ENSG00000256604	22261.84375
ENSG00000256612	30797.6535433071
ENSG00000256618	22626.488372093
ENSG00000256633	5475.87596899225
ENSG00000256660	30995.0775193798
ENSG00000256663	7003.45736434108
ENSG00000256667	25998.7596899225
ENSG00000256673	5143.11627906977
ENSG00000256683	30804.5546875
ENSG00000256690	5475.25396825397
ENSG00000256705	4967.46456692913
ENSG00000256706	5142.96875
ENSG00000256720	8135.62790697674
ENSG00000256742	5475.671875
ENSG00000256745	5475.87596899225
ENSG00000256746	3822.77952755906
ENSG00000256751	10472.1937984496
ENSG00000256771	26035.36
ENSG00000256812	30180.5859375
ENSG00000256826	4663.5625
ENSG00000256862	22043.890625
ENSG00000256872	27149.578125
ENSG00000256875	3822.90697674419
ENSG00000256885	7627.62790697674
ENSG00000256897	3822.77952755906
ENSG00000256905	3822.90697674419
ENSG00000256913	4330.90697674419
ENSG00000256937	5475.87596899225
ENSG00000256948	5475.6875
ENSG00000256967	4967.87596899225
ENSG00000256968	4010.94573643411
ENSG00000256973	4635.11627906977
ENSG00000256987	4155.66666666667
ENSG00000257008	28430.2325581395
ENSG00000257017	30498.5859375
ENSG00000257020	3822.84375
ENSG00000257027	5475.87596899225
ENSG00000257052	5475.46456692913
ENSG00000257093	30782.7364341085
ENSG00000257094	3822.90697674419
ENSG00000257103	30777.9606299213
ENSG00000257108	26027.4765625
ENSG00000257122	6387.4921875
ENSG00000257135	22047.3720930233
ENSG00000257151	5475.87596899225
ENSG00000257156	9741.6511627907
ENSG00000257167	16824.6666666667
ENSG00000257176	10472.1937984496
ENSG00000257218	31008.5
ENSG00000257221	22047.3720930233
ENSG00000257226	4967.87596899225
ENSG00000257231	3822.90697674419
ENSG00000257242	8135.62790697674
ENSG00000257243	6481.7578125
ENSG00000257261	5475.671875
ENSG00000257267	30995.0775193798
ENSG00000257270	4967.46456692913
ENSG00000257275	5475.87596899225
ENSG00000257285	5475.671875
ENSG00000257303	5475.671875
ENSG00000257307	20910.015625
ENSG00000257315	6387.4921875
ENSG00000257322	4663.66666666667
ENSG00000257335	30995.0775193798
ENSG00000257337	5475.46456692913
ENSG00000257345	5143.11627906977
ENSG00000257354	5475.87596899225
ENSG00000257365	25998.7596899225
ENSG00000257410	4967.87596899225
ENSG00000257433	5475.671875
ENSG00000257446	19204.1240310078
ENSG00000257475	3822.77952755906
ENSG00000257489	22047.3720930233
ENSG00000257495	5475.46456692913
ENSG00000257497	5475.87596899225
ENSG00000257499	5475.671875
ENSG00000257509	4330.84375
ENSG00000257511	5475.87596899225
ENSG00000257524	7801.875
ENSG00000257543	3822.90697674419
ENSG00000257556	4851.44881889764
ENSG00000257594	25086.8837209302
ENSG00000257595	4518.94573643411
ENSG00000257596	4967.46456692913
ENSG00000257599	10472.1937984496
ENSG00000257605	5475.46456692913
ENSG00000257613	4330.90697674419
ENSG00000257621	16824.6666666667
ENSG00000257681	4851.70542635659
ENSG00000257696	4330.90697674419
ENSG00000257698	5475.671875
ENSG00000257704	30652.7142857143
ENSG00000257715	5475.87596899225
ENSG00000257727	25728.6015625
ENSG00000257740	3822.84375
ENSG00000257742	5475.87596899225
ENSG00000257743	22047.3720930233
ENSG00000257800	5475.87596899225
ENSG00000257802	5067.54263565892
ENSG00000257809	3822.84375
ENSG00000257815	5475.87596899225
ENSG00000257824	4967.46456692913
ENSG00000257877	5143.11627906977
ENSG00000257878	5475.87596899225
ENSG00000257896	3822.90697674419
ENSG00000257913	3822.84375
ENSG00000257923	30955.9609375
ENSG00000257924	4518.859375
ENSG00000257950	7801.8671875
ENSG00000257953	3822.84375
ENSG00000257956	3822.90697674419
ENSG00000257964	9045.4609375
